trip_id,passenger_id,entry_station,exit_station,trip_datetime,fare
14014,1598,6,3,2024-03-03 09:09:00,39.05
14015,1969,1,5,2024-01-21 15:01:00,36.14
14016,359,8,5,2024-02-18 09:39:00,36.45
14017,869,5,4,2024-01-27 21:12:00,11.21
14018,103,1,10,2024-01-05 18:11:00,40.94
14019,1951,2,4,2024-03-18 07:16:00,15.0
14020,1322,5,1,2024-02-19 13:13:00,15.66
14021,956,7,8,2024-01-26 06:03:00,46.04
14022,213,7,5,2024-02-18 08:55:00,40.84
14023,1564,2,6,2024-03-12 17:13:00,54.54
14024,1064,10,7,2024-02-29 14:25:00,22.16
14025,1647,10,5,2024-02-13 10:52:00,42.29
14026,409,7,3,2024-01-14 06:12:00,57.11
14027,153,7,6,2024-02-04 13:32:00,24.8
14028,247,3,7,2024-01-29 11:41:00,48.79
14029,857,3,4,2024-03-02 19:13:00,23.47
14030,1991,10,7,2024-01-21 19:13:00,54.7
14031,1745,4,6,2024-01-17 11:29:00,45.15
14032,537,9,1,2024-03-03 19:25:00,30.64
14033,1570,1,10,2024-02-22 16:56:00,25.31
14034,1454,10,3,2024-03-22 16:17:00,24.21
14035,692,2,8,2024-02-25 15:10:00,56.99
14036,1539,10,4,2024-01-24 21:15:00,37.66
14037,1089,9,8,2024-02-23 08:00:00,53.18
14038,1347,6,10,2024-02-02 10:56:00,56.64
14039,1906,1,7,2024-03-17 07:56:00,37.67
14040,1338,2,4,2024-01-12 20:09:00,55.36
14041,1045,6,9,2024-01-07 10:52:00,50.1
14042,1065,3,1,2024-03-29 18:18:00,29.35
14043,48,3,9,2024-03-07 12:26:00,35.88
14044,993,9,7,2024-01-05 08:22:00,50.93
14045,1072,1,5,2024-02-01 12:48:00,40.5
14046,1854,9,2,2024-03-24 22:27:00,56.33
14047,856,8,6,2024-01-01 15:19:00,31.07
14048,553,4,1,2024-03-04 21:11:00,57.27
14049,1934,8,9,2024-01-07 11:34:00,57.57
14050,1427,8,4,2024-03-13 07:37:00,48.91
14051,1851,9,10,2024-02-12 13:30:00,32.9
14052,915,7,10,2024-01-27 06:18:00,54.51
14053,1600,6,2,2024-01-05 17:34:00,54.12
14054,445,8,9,2024-02-09 22:27:00,12.04
14055,1941,6,5,2024-01-18 17:04:00,36.53
14056,892,9,10,2024-01-07 17:22:00,10.88
14057,965,9,5,2024-01-30 17:41:00,48.11
14058,45,10,2,2024-03-09 08:18:00,40.64
14059,1463,9,4,2024-02-12 07:53:00,48.52
14060,870,6,3,2024-03-08 21:36:00,55.47
14061,73,6,10,2024-02-27 13:00:00,47.16
14062,1873,8,9,2024-01-15 07:34:00,47.15
14063,219,4,1,2024-02-17 20:21:00,58.2
14064,553,2,1,2024-01-02 12:06:00,30.64
14065,1199,10,7,2024-01-20 08:59:00,46.44
14066,1487,4,10,2024-01-23 12:34:00,54.94
14067,824,6,2,2024-02-03 10:40:00,22.56
14068,302,10,5,2024-01-21 10:33:00,44.54
14069,629,1,7,2024-02-07 16:13:00,21.69
14070,627,6,3,2024-02-08 20:46:00,58.12
14071,1560,10,5,2024-01-14 20:12:00,26.67
14072,914,2,9,2024-03-10 11:58:00,35.94
14073,422,4,3,2024-01-26 09:39:00,27.39
14074,324,2,6,2024-02-04 22:58:00,32.02
14075,1346,10,8,2024-01-06 22:28:00,25.57
14076,1706,7,8,2024-02-03 07:54:00,41.0
14077,1387,7,2,2024-02-04 12:20:00,52.15
14078,778,4,2,2024-01-04 10:15:00,19.13
14079,1791,2,6,2024-01-02 22:11:00,48.47
14080,1815,5,9,2024-02-23 08:40:00,14.92
14081,161,7,4,2024-02-15 16:51:00,51.13
14082,1577,6,8,2024-03-05 22:17:00,56.89
14083,578,6,8,2024-02-06 21:15:00,27.2
14084,1149,8,9,2024-03-23 16:31:00,29.29
14085,1574,2,7,2024-01-29 15:56:00,52.04
14086,1024,8,10,2024-03-11 20:15:00,19.98
14087,1576,2,10,2024-02-26 17:28:00,53.92
14088,756,4,1,2024-03-24 15:53:00,26.27
14089,956,1,8,2024-02-04 21:55:00,14.91
14090,156,5,4,2024-03-15 19:36:00,17.54
14091,841,2,10,2024-03-25 10:33:00,55.87
14092,347,8,10,2024-01-30 07:28:00,43.36
14093,93,5,8,2024-02-12 20:46:00,12.99
14094,1158,8,5,2024-03-28 09:16:00,52.6
14095,1015,5,6,2024-01-04 09:43:00,51.28
14096,1353,2,6,2024-03-17 17:48:00,40.63
14097,508,2,9,2024-02-17 21:57:00,48.18
14098,150,10,8,2024-02-10 08:25:00,23.34
14099,1617,8,9,2024-02-11 15:46:00,22.71
14100,403,10,8,2024-02-18 11:55:00,14.17
14101,1569,1,9,2024-03-13 21:57:00,23.08
14102,1960,6,5,2024-01-22 07:32:00,46.21
14103,1721,5,9,2024-03-28 09:14:00,56.63
14104,1173,6,2,2024-03-18 06:17:00,34.53
14105,252,9,7,2024-03-30 21:14:00,10.22
14106,735,7,3,2024-02-18 11:14:00,40.81
14107,369,5,2,2024-02-15 08:15:00,50.45
14108,1374,1,2,2024-02-29 14:38:00,43.33
14109,947,2,4,2024-03-22 19:16:00,13.86
14110,658,5,2,2024-03-07 16:01:00,36.13
14111,232,7,5,2024-03-11 21:44:00,49.9
14112,414,10,8,2024-03-22 18:20:00,15.1
14113,1178,4,9,2024-03-23 17:59:00,53.67
14114,1428,3,6,2024-01-19 20:52:00,24.67
14115,928,1,5,2024-02-18 16:28:00,14.53
14116,937,4,8,2024-02-28 08:23:00,50.11
14117,1559,9,8,2024-01-23 13:00:00,29.55
14118,1676,9,10,2024-03-12 08:39:00,18.86
14119,1224,4,9,2024-01-22 19:13:00,50.83
14120,641,4,3,2024-02-12 22:31:00,55.31
14121,1859,9,8,2024-01-02 10:08:00,13.35
14122,1822,5,7,2024-02-09 09:47:00,31.23
14123,228,7,10,2024-03-24 14:21:00,38.42
14124,1037,4,1,2024-03-02 14:05:00,20.77
14125,1203,2,5,2024-03-28 17:16:00,44.77
14126,266,3,9,2024-03-15 21:16:00,20.54
14127,527,8,7,2024-01-20 19:06:00,13.59
14128,1843,8,2,2024-01-31 18:02:00,55.62
14129,398,9,10,2024-01-17 08:27:00,31.4
14130,317,3,5,2024-01-10 18:23:00,30.28
14131,973,4,9,2024-03-25 19:35:00,45.71
14132,669,7,2,2024-01-02 18:10:00,16.24
14133,1404,6,7,2024-01-24 19:38:00,59.49
14134,423,4,9,2024-01-29 13:04:00,17.4
14135,1750,7,8,2024-02-18 21:31:00,46.58
14136,398,8,10,2024-03-09 06:50:00,10.13
14137,1807,9,5,2024-03-31 12:32:00,55.49
14138,1150,6,2,2024-02-17 18:38:00,50.98
14139,1130,2,4,2024-01-17 11:42:00,13.21
14140,584,10,6,2024-02-05 12:59:00,43.62
14141,1195,10,1,2024-01-25 10:21:00,20.69
14142,221,5,4,2024-03-07 06:22:00,13.54
14143,659,9,10,2024-02-12 11:28:00,34.07
14144,1604,4,5,2024-01-08 15:54:00,44.96
14145,1938,7,6,2024-01-08 15:55:00,31.72
14146,1939,4,9,2024-01-23 22:11:00,21.48
14147,846,7,9,2024-01-05 18:25:00,20.06
14148,169,6,3,2024-03-22 21:06:00,51.13
14149,906,7,8,2024-02-06 19:24:00,18.44
14150,1420,1,4,2024-02-13 19:44:00,28.96
14151,1157,5,7,2024-03-19 21:34:00,39.09
14152,1640,6,1,2024-01-07 14:59:00,52.63
14153,975,10,7,2024-01-20 19:08:00,28.26
14154,1082,10,8,2024-02-22 09:40:00,28.8
14155,1140,3,10,2024-02-21 08:36:00,54.91
14156,289,9,2,2024-01-01 22:28:00,53.1
14157,1000,7,9,2024-01-20 09:22:00,29.79
14158,1726,6,9,2024-03-11 18:35:00,11.02
14159,352,7,4,2024-02-05 21:55:00,15.3
14160,2000,5,2,2024-01-11 13:25:00,22.12
14161,1383,8,7,2024-01-24 18:00:00,14.81
14162,1067,4,6,2024-03-01 14:07:00,48.62
14163,940,1,9,2024-03-02 07:04:00,22.98
14164,18,7,6,2024-03-12 06:18:00,29.74
14165,1158,6,8,2024-02-12 17:20:00,55.77
14166,777,7,5,2024-03-30 08:20:00,53.63
14167,1922,6,8,2024-01-02 08:39:00,12.58
14168,1997,8,10,2024-03-12 14:22:00,41.8
14169,947,5,4,2024-03-07 08:48:00,36.28
14170,63,5,1,2024-01-02 16:25:00,49.03
14171,1378,10,5,2024-02-03 16:14:00,17.51
14172,323,2,8,2024-03-25 22:16:00,52.56
14173,698,2,7,2024-02-22 09:48:00,49.94
14174,1714,6,10,2024-02-25 12:54:00,14.25
14175,422,7,5,2024-01-26 18:46:00,19.25
14176,218,10,8,2024-02-18 14:03:00,19.72
14177,1980,4,3,2024-02-29 10:28:00,44.82
14178,767,2,5,2024-01-19 09:54:00,22.72
14179,588,8,9,2024-01-09 19:33:00,39.62
14180,823,6,3,2024-01-06 18:11:00,11.85
14181,779,7,10,2024-02-04 10:59:00,13.63
14182,62,1,2,2024-03-10 22:54:00,38.29
14183,562,8,6,2024-02-27 18:10:00,13.15
14184,1770,1,9,2024-01-14 19:15:00,47.84
14185,77,3,1,2024-03-14 19:08:00,54.89
14186,866,9,7,2024-01-07 14:52:00,23.69
14187,1478,10,8,2024-02-14 20:56:00,51.38
14188,888,2,9,2024-02-17 09:24:00,35.52
14189,1284,7,3,2024-01-07 15:13:00,59.29
14190,927,9,2,2024-03-25 16:33:00,14.71
14191,133,1,9,2024-03-29 11:24:00,47.63
14192,291,6,8,2024-02-15 19:38:00,11.79
14193,1127,3,4,2024-03-13 14:19:00,45.92
14194,1692,9,1,2024-03-22 14:33:00,33.95
14195,559,1,6,2024-02-28 08:29:00,40.8
14196,1073,6,8,2024-02-13 12:54:00,39.46
14197,534,7,4,2024-02-06 12:04:00,28.45
14198,22,9,3,2024-02-16 22:03:00,42.1
14199,270,10,9,2024-01-18 16:05:00,48.73
14200,1943,3,9,2024-01-11 18:29:00,46.56
14201,1718,3,8,2024-03-20 18:50:00,29.94
14202,1727,5,2,2024-01-01 07:04:00,16.7
14203,478,5,10,2024-01-22 07:42:00,34.32
14204,479,2,1,2024-03-06 12:44:00,34.25
14205,42,9,10,2024-01-01 16:57:00,20.38
14206,1011,10,9,2024-02-10 08:39:00,53.49
14207,735,3,9,2024-02-07 15:21:00,24.42
14208,125,7,5,2024-03-30 21:56:00,33.42
14209,1109,10,8,2024-03-16 07:13:00,17.38
14210,451,9,5,2024-03-12 09:37:00,26.25
14211,31,1,2,2024-02-16 18:38:00,50.34
14212,1387,6,5,2024-01-11 22:36:00,20.5
14213,1887,1,10,2024-03-12 13:27:00,48.03
14214,1211,6,3,2024-01-30 18:26:00,18.6
14215,1460,5,4,2024-02-27 20:54:00,52.49
14216,649,8,9,2024-03-16 13:31:00,44.82
14217,400,9,8,2024-01-18 18:08:00,47.21
14218,955,9,3,2024-03-18 12:43:00,57.46
14219,154,5,9,2024-02-27 15:29:00,58.18
14220,1229,4,3,2024-02-12 21:11:00,28.93
14221,580,5,10,2024-01-04 10:22:00,43.7
14222,1600,3,9,2024-01-06 13:37:00,47.09
14223,72,10,9,2024-03-11 06:09:00,27.1
14224,482,6,3,2024-02-01 15:59:00,37.65
14225,584,8,2,2024-01-19 14:19:00,39.05
14226,990,8,9,2024-03-04 11:27:00,35.65
14227,842,6,1,2024-02-15 10:33:00,23.99
14228,1834,1,5,2024-02-07 13:41:00,51.05
14229,308,5,7,2024-02-03 17:10:00,17.89
14230,467,10,5,2024-03-12 07:22:00,55.33
14231,510,4,2,2024-03-24 17:18:00,59.13
14232,1618,8,9,2024-01-24 19:40:00,18.56
14233,1614,10,5,2024-02-13 12:34:00,48.87
14234,1284,6,3,2024-01-12 15:38:00,27.49
14235,1426,10,6,2024-03-02 18:31:00,29.95
14236,1942,3,5,2024-02-06 07:54:00,59.86
14237,220,5,4,2024-01-23 07:20:00,46.67
14238,556,9,1,2024-01-29 21:10:00,57.6
14239,216,8,9,2024-03-07 20:35:00,25.55
14240,158,6,1,2024-02-16 18:35:00,46.92
14241,283,9,7,2024-01-07 21:16:00,36.7
14242,1655,3,10,2024-03-06 18:29:00,48.45
14243,684,5,3,2024-01-21 13:54:00,38.34
14244,634,8,3,2024-03-22 06:44:00,36.62
14245,958,3,8,2024-02-16 17:48:00,16.78
14246,1037,10,4,2024-03-16 15:11:00,27.18
14247,791,3,4,2024-02-27 15:06:00,54.96
14248,174,2,3,2024-01-14 13:36:00,25.91
14249,1904,2,7,2024-03-01 12:28:00,23.07
14250,1365,10,8,2024-02-25 11:54:00,41.45
14251,351,1,3,2024-01-13 16:17:00,48.92
14252,626,3,4,2024-03-09 13:41:00,23.35
14253,1399,8,6,2024-03-10 14:52:00,20.3
14254,573,1,3,2024-03-23 21:41:00,48.92
14255,1776,1,7,2024-03-22 10:47:00,46.35
14256,1230,3,8,2024-02-13 09:23:00,37.82
14257,692,6,3,2024-01-28 07:16:00,27.66
14258,1343,2,5,2024-01-21 15:25:00,38.6
14259,428,8,2,2024-01-05 18:17:00,49.99
14260,344,5,10,2024-02-16 18:50:00,36.94
14261,1405,2,10,2024-01-09 09:06:00,48.97
14262,1189,2,10,2024-02-27 14:55:00,17.26
14263,1263,5,2,2024-01-10 08:28:00,44.37
14264,426,5,7,2024-02-20 06:14:00,36.04
14265,1164,1,2,2024-01-31 09:31:00,15.29
14266,1998,8,2,2024-03-08 07:14:00,30.8
14267,428,2,4,2024-03-31 14:28:00,40.33
14268,218,10,1,2024-01-29 10:47:00,35.84
14269,1010,2,8,2024-01-11 22:20:00,29.46
14270,779,8,2,2024-02-05 22:04:00,28.24
14271,1928,4,3,2024-01-05 09:01:00,44.99
14272,1391,4,6,2024-02-15 22:12:00,53.66
14273,158,1,7,2024-01-20 08:10:00,35.65
14274,1028,10,2,2024-02-22 15:02:00,22.59
14275,1994,7,4,2024-02-22 16:50:00,46.12
14276,1107,9,3,2024-03-20 06:13:00,14.9
14277,237,9,7,2024-01-02 07:37:00,42.58
14278,828,7,6,2024-03-23 07:53:00,37.88
14279,829,3,5,2024-02-11 16:21:00,19.83
14280,1821,2,1,2024-03-19 07:17:00,17.67
14281,1992,9,6,2024-02-20 16:35:00,28.01
14282,1830,4,8,2024-03-19 21:51:00,18.03
14283,664,5,6,2024-03-08 08:18:00,21.49
14284,1887,3,4,2024-02-06 17:38:00,51.89
14285,1165,3,8,2024-02-04 18:42:00,52.68
14286,866,3,2,2024-02-22 21:34:00,25.85
14287,726,6,8,2024-02-23 06:21:00,35.22
14288,1133,10,2,2024-02-27 18:13:00,53.33
14289,18,3,10,2024-02-19 14:02:00,55.94
14290,259,2,9,2024-02-05 17:41:00,49.58
14291,1571,1,7,2024-02-04 16:38:00,51.17
14292,1687,10,7,2024-01-30 08:34:00,58.63
14293,1003,2,9,2024-03-01 22:32:00,59.37
14294,1325,3,4,2024-02-14 09:37:00,31.85
14295,1476,1,10,2024-02-17 22:24:00,55.3
14296,682,1,6,2024-02-15 22:06:00,24.96
14297,936,10,2,2024-01-20 11:23:00,15.74
14298,978,6,4,2024-03-06 07:57:00,39.24
14299,738,9,5,2024-03-13 07:49:00,16.62
14300,1209,2,1,2024-02-02 09:46:00,48.34
14301,1977,1,10,2024-02-29 11:37:00,19.88
14302,806,3,6,2024-03-12 15:57:00,50.54
14303,66,5,1,2024-03-15 12:53:00,22.42
14304,901,4,3,2024-02-19 07:35:00,51.08
14305,22,9,3,2024-03-09 20:59:00,19.04
14306,414,9,6,2024-02-21 16:25:00,30.97
14307,608,9,7,2024-01-18 07:08:00,44.68
14308,1345,7,4,2024-02-18 16:33:00,11.96
14309,25,5,9,2024-03-25 08:26:00,37.89
14310,730,9,5,2024-01-09 19:22:00,58.77
14311,1335,2,7,2024-03-25 12:39:00,47.44
14312,413,2,10,2024-02-29 13:59:00,47.21
14313,99,9,7,2024-03-06 13:39:00,34.14
14314,906,1,5,2024-01-24 17:45:00,54.11
14315,1340,2,10,2024-03-16 16:11:00,39.21
14316,488,1,7,2024-03-18 17:26:00,40.62
14317,1430,6,10,2024-03-04 15:52:00,42.07
14318,233,5,6,2024-01-14 22:31:00,20.92
14319,746,2,6,2024-03-06 17:51:00,24.19
14320,489,5,6,2024-03-15 11:00:00,17.7
14321,1464,2,4,2024-02-07 10:03:00,18.64
14322,863,4,9,2024-01-31 11:32:00,12.91
14323,1132,8,4,2024-02-11 13:41:00,40.04
14324,252,2,8,2024-01-31 20:53:00,13.68
14325,1115,5,6,2024-03-07 21:54:00,27.16
14326,786,3,9,2024-02-11 21:17:00,19.75
14327,196,2,7,2024-02-05 20:34:00,39.63
14328,1948,2,1,2024-02-12 12:46:00,31.31
14329,44,8,5,2024-03-31 12:58:00,21.88
14330,1111,10,9,2024-01-05 06:29:00,27.26
14331,613,4,2,2024-02-16 22:50:00,33.76
14332,545,7,3,2024-03-09 08:21:00,40.17
14333,1962,4,7,2024-03-05 22:47:00,47.04
14334,449,1,2,2024-03-26 09:46:00,46.59
14335,841,1,7,2024-02-05 08:24:00,53.61
14336,1045,2,4,2024-02-13 21:43:00,31.41
14337,490,2,10,2024-02-26 11:46:00,57.87
14338,246,9,4,2024-01-12 19:02:00,35.4
14339,955,5,6,2024-01-31 17:05:00,36.14
14340,1488,8,9,2024-02-24 12:33:00,26.93
14341,1097,5,8,2024-02-29 10:48:00,54.29
14342,824,8,10,2024-02-14 07:13:00,26.03
14343,707,9,10,2024-01-06 16:13:00,19.75
14344,653,6,8,2024-02-14 21:42:00,25.59
14345,1119,9,8,2024-02-20 20:57:00,12.16
14346,376,3,1,2024-01-21 15:17:00,49.2
14347,1358,9,10,2024-01-07 11:45:00,21.03
14348,1932,8,1,2024-03-31 10:58:00,23.45
14349,298,5,2,2024-03-06 21:36:00,36.93
14350,1035,6,10,2024-01-20 22:44:00,46.47
14351,1406,7,9,2024-02-25 21:49:00,44.23
14352,521,10,2,2024-02-25 18:35:00,57.36
14353,1742,1,2,2024-02-16 16:06:00,10.15
14354,145,2,9,2024-02-04 10:23:00,41.45
14355,869,5,1,2024-02-10 08:31:00,40.73
14356,1062,10,3,2024-01-09 09:40:00,33.73
14357,1186,6,3,2024-01-14 15:58:00,29.58
14358,1671,1,10,2024-03-04 16:40:00,48.04
14359,210,8,7,2024-02-23 15:58:00,44.45
14360,107,8,3,2024-01-04 12:10:00,45.22
14361,313,6,9,2024-03-31 17:51:00,51.47
14362,1835,3,9,2024-01-21 22:20:00,42.68
14363,996,2,3,2024-01-15 16:30:00,36.55
14364,762,1,5,2024-03-08 18:35:00,12.63
14365,1559,10,9,2024-02-28 16:01:00,40.41
14366,596,3,2,2024-02-19 11:04:00,32.8
14367,1910,7,8,2024-03-18 20:31:00,14.17
14368,991,6,10,2024-01-31 07:53:00,43.84
14369,783,2,8,2024-03-04 14:19:00,22.76
14370,1795,2,8,2024-01-05 13:03:00,20.13
14371,1490,9,8,2024-01-29 13:52:00,39.83
14372,219,6,9,2024-02-02 12:55:00,45.49
14373,234,4,2,2024-02-01 14:35:00,33.87
14374,585,3,8,2024-02-04 12:20:00,17.25
14375,1441,2,5,2024-01-30 22:55:00,23.53
14376,239,1,5,2024-03-27 22:00:00,32.61
14377,551,9,1,2024-01-15 11:58:00,33.01
14378,476,8,9,2024-02-20 11:56:00,37.64
14379,1458,3,6,2024-01-04 15:08:00,23.56
14380,1395,2,5,2024-02-15 11:52:00,56.99
14381,1812,10,2,2024-02-02 12:00:00,48.95
14382,552,1,7,2024-01-25 22:45:00,37.3
14383,1878,10,9,2024-02-09 20:20:00,38.76
14384,179,9,7,2024-02-13 18:07:00,22.62
14385,1706,4,6,2024-02-04 14:01:00,50.53
14386,1963,7,1,2024-01-03 16:13:00,19.18
14387,1142,10,8,2024-02-07 18:39:00,34.7
14388,332,2,1,2024-02-23 22:53:00,20.53
14389,953,8,4,2024-03-16 20:57:00,37.74
14390,1991,4,5,2024-01-11 11:54:00,41.55
14391,107,9,4,2024-02-07 17:30:00,52.47
14392,15,8,2,2024-01-14 07:10:00,26.39
14393,1434,3,10,2024-02-19 16:28:00,43.54
14394,1150,8,4,2024-03-27 12:19:00,13.62
14395,920,3,1,2024-02-15 07:16:00,46.14
14396,1847,7,6,2024-02-26 14:24:00,29.62
14397,1530,7,3,2024-02-26 09:13:00,13.19
14398,1437,5,1,2024-01-14 13:52:00,46.51
14399,813,6,4,2024-02-27 13:59:00,21.31
14400,1158,8,9,2024-02-17 07:15:00,57.2
14401,1826,6,3,2024-01-31 13:22:00,28.58
14402,1551,5,10,2024-03-19 11:02:00,35.66
14403,950,6,1,2024-01-16 13:12:00,41.91
14404,1821,5,4,2024-03-27 19:23:00,44.51
14405,1984,2,6,2024-01-29 11:31:00,31.07
14406,1623,4,10,2024-02-11 19:43:00,35.8
14407,1884,2,5,2024-03-24 10:59:00,20.69
14408,1598,1,5,2024-03-05 16:23:00,15.05
14409,212,4,9,2024-02-02 13:59:00,57.54
14410,1890,7,2,2024-01-10 12:23:00,44.57
14411,1778,9,5,2024-02-15 21:58:00,33.3
14412,1377,6,1,2024-01-22 20:52:00,27.57
14413,1587,10,9,2024-03-18 06:49:00,56.37
14414,158,2,9,2024-01-14 16:54:00,11.45
14415,351,9,6,2024-03-12 13:46:00,52.54
14416,1096,3,2,2024-01-02 20:36:00,13.51
14417,83,9,8,2024-03-04 07:35:00,59.79
14418,609,6,7,2024-02-01 14:30:00,41.59
14419,1733,4,8,2024-01-22 13:03:00,11.83
14420,431,1,7,2024-01-28 13:35:00,28.75
14421,1287,2,7,2024-01-07 10:09:00,17.33
14422,1599,5,3,2024-03-30 08:30:00,37.68
14423,1364,3,8,2024-02-26 08:53:00,12.87
14424,729,1,2,2024-03-31 13:10:00,27.71
14425,648,2,3,2024-01-11 12:45:00,43.93
14426,442,1,9,2024-02-01 13:39:00,54.45
14427,440,5,7,2024-01-19 11:26:00,53.49
14428,291,5,1,2024-01-05 09:52:00,34.17
14429,1659,3,6,2024-03-19 09:18:00,44.55
14430,1991,8,4,2024-03-11 12:49:00,21.12
14431,1769,4,7,2024-03-01 07:28:00,31.31
14432,1504,9,1,2024-03-28 17:50:00,30.38
14433,700,3,5,2024-03-22 15:00:00,38.07
14434,605,8,2,2024-01-03 07:09:00,32.23
14435,1509,8,9,2024-03-18 19:59:00,37.02
14436,1384,8,9,2024-01-16 09:27:00,24.05
14437,102,3,5,2024-03-10 12:47:00,35.49
14438,1165,7,6,2024-01-25 18:57:00,42.69
14439,1865,7,4,2024-01-07 20:10:00,45.7
14440,927,3,8,2024-02-15 20:40:00,20.83
14441,1626,9,3,2024-03-27 09:55:00,48.19
14442,153,4,9,2024-02-18 07:28:00,38.43
14443,1672,8,5,2024-02-21 10:10:00,59.35
14444,337,3,6,2024-02-04 15:24:00,55.11
14445,1332,4,10,2024-02-21 12:48:00,57.99
14446,1884,10,3,2024-02-18 19:36:00,15.13
14447,988,7,10,2024-02-20 12:12:00,10.17
14448,1650,5,2,2024-02-10 14:52:00,23.51
14449,886,8,10,2024-02-02 15:28:00,15.32
14450,1485,7,8,2024-02-17 18:36:00,43.22
14451,1565,9,6,2024-03-22 19:19:00,42.48
14452,1149,4,1,2024-03-17 22:32:00,40.0
14453,111,9,2,2024-02-11 16:03:00,43.23
14454,1525,5,1,2024-01-26 12:42:00,46.08
14455,727,7,3,2024-02-24 15:43:00,42.14
14456,1091,6,10,2024-02-13 16:05:00,24.95
14457,1545,10,6,2024-02-28 10:40:00,44.28
14458,1150,2,7,2024-01-05 16:39:00,52.02
14459,94,6,3,2024-02-19 20:05:00,54.2
14460,1212,8,9,2024-01-10 21:24:00,32.77
14461,1794,4,2,2024-02-08 08:09:00,23.24
14462,1002,10,6,2024-02-24 07:20:00,43.54
14463,37,3,1,2024-02-20 16:04:00,25.76
14464,1837,3,1,2024-01-24 14:41:00,43.78
14465,1749,10,1,2024-02-14 12:24:00,17.53
14466,416,10,7,2024-02-01 16:46:00,31.51
14467,90,6,4,2024-02-18 10:22:00,30.67
14468,814,6,5,2024-03-07 09:37:00,51.92
14469,1820,1,2,2024-03-23 09:30:00,12.46
14470,1953,8,9,2024-01-17 09:06:00,58.5
14471,861,5,4,2024-03-25 19:02:00,29.8
14472,732,3,5,2024-02-29 17:01:00,34.03
14473,1333,2,3,2024-03-19 20:42:00,51.57
14474,726,9,8,2024-01-14 13:08:00,42.56
14475,357,9,8,2024-02-15 14:09:00,42.59
14476,1796,10,1,2024-01-03 17:25:00,33.43
14477,141,9,3,2024-03-23 15:42:00,20.35
14478,671,1,5,2024-02-04 12:36:00,13.27
14479,1810,4,1,2024-01-03 18:46:00,26.19
14480,1813,8,9,2024-02-29 21:50:00,12.64
14481,199,6,8,2024-02-02 10:39:00,38.8
14482,1994,4,3,2024-01-10 17:45:00,51.71
14483,863,7,9,2024-01-19 11:48:00,34.18
14484,105,8,4,2024-03-20 13:56:00,32.41
14485,65,8,4,2024-02-06 16:50:00,48.16
14486,857,8,6,2024-03-09 15:59:00,42.51
14487,1217,1,10,2024-03-02 14:37:00,39.55
14488,904,6,8,2024-03-13 10:31:00,54.14
14489,1460,9,6,2024-02-17 12:47:00,13.79
14490,808,6,1,2024-02-07 13:19:00,52.09
14491,1105,5,7,2024-02-25 09:40:00,15.37
14492,912,8,2,2024-02-22 10:15:00,12.79
14493,1602,5,9,2024-01-20 22:50:00,56.13
14494,1750,2,4,2024-03-29 11:02:00,16.42
14495,1012,3,6,2024-03-02 16:10:00,19.07
14496,1918,3,6,2024-02-10 15:33:00,21.15
14497,649,3,10,2024-01-28 07:55:00,58.89
14498,197,8,10,2024-02-19 17:06:00,52.75
14499,716,1,9,2024-02-15 14:39:00,42.53
14500,287,5,9,2024-02-25 19:35:00,54.75
14501,1409,1,2,2024-02-13 18:15:00,15.76
14502,434,8,1,2024-03-26 09:19:00,20.81
14503,1214,3,1,2024-02-08 15:25:00,20.15
14504,1098,6,3,2024-01-12 08:57:00,12.61
14505,1013,10,3,2024-01-08 20:30:00,11.93
14506,1727,8,3,2024-03-20 21:23:00,19.57
14507,441,6,7,2024-02-16 20:12:00,51.95
14508,1205,5,7,2024-01-04 09:09:00,46.61
14509,1051,9,5,2024-02-13 11:48:00,39.51
14510,1436,10,4,2024-01-29 22:39:00,23.12
14511,1496,3,7,2024-03-16 21:03:00,33.68
14512,1691,3,8,2024-03-20 06:34:00,34.26
14513,421,4,9,2024-03-22 08:45:00,28.8
14514,977,6,1,2024-02-27 13:44:00,35.69
14515,857,6,9,2024-03-18 09:40:00,20.25
14516,672,5,7,2024-03-31 18:41:00,27.19
14517,303,3,9,2024-03-13 20:59:00,27.09
14518,459,4,10,2024-03-26 18:35:00,37.78
14519,127,2,1,2024-01-21 16:25:00,43.71
14520,1772,10,9,2024-01-22 20:44:00,31.18
14521,1949,10,8,2024-01-12 15:27:00,35.84
14522,1176,9,10,2024-02-20 12:08:00,59.16
14523,948,6,5,2024-01-03 16:23:00,27.93
14524,82,9,4,2024-02-03 14:00:00,20.39
14525,1640,3,9,2024-03-17 16:20:00,24.12
14526,1818,5,8,2024-03-13 10:34:00,46.23
14527,987,1,10,2024-01-22 18:33:00,38.35
14528,1084,2,3,2024-03-25 08:06:00,45.69
14529,650,9,6,2024-01-29 12:38:00,41.72
14530,1417,3,10,2024-02-17 20:43:00,37.06
14531,1521,7,6,2024-01-03 17:42:00,42.31
14532,654,7,4,2024-01-08 22:00:00,12.47
14533,73,1,4,2024-03-29 09:01:00,48.53
14534,927,5,2,2024-01-23 19:41:00,47.44
14535,19,10,2,2024-01-07 13:04:00,16.94
14536,96,8,3,2024-03-17 15:51:00,42.62
14537,577,8,5,2024-02-18 11:11:00,30.28
14538,1605,10,7,2024-02-06 07:31:00,29.28
14539,1882,9,7,2024-01-29 08:32:00,30.01
14540,466,5,6,2024-02-16 16:49:00,25.15
